index,label,text,term,opinion,start,end,text_left,text_right
87753,0,5月12日收货，花了一个小时安装，今天6月1日，发现底下每一层放鞋的板子变形弯曲，下垮，导致门关不上，正常摆鞋，未堆重物，买时慎重。,放鞋的板子,下垮,31,36,5月12日收货，花了一个小时安装，今天6月1日，发现底下每一层,变形弯曲，下垮，导致门关不上，正常摆鞋，未堆重物，买时慎重。
87754,0,5月12日收货，花了一个小时安装，今天6月1日，发现底下每一层放鞋的板子变形弯曲，下垮，导致门关不上，正常摆鞋，未堆重物，买时慎重。,门,关不上,46,47,5月12日收货，花了一个小时安装，今天6月1日，发现底下每一层放鞋的板子变形弯曲，下垮，导致,关不上，正常摆鞋，未堆重物，买时慎重。
87755,0,5月12日收货，花了一个小时安装，今天6月1日，发现底下每一层放鞋的板子变形弯曲，下垮，导致门关不上，正常摆鞋，未堆重物，买时慎重。,买时,慎重,61,63,5月12日收货，花了一个小时安装，今天6月1日，发现底下每一层放鞋的板子变形弯曲，下垮，导致门关不上，正常摆鞋，未堆重物，,慎重。
87756,0,1  质量太差 2  做工太软    3  不结实 4  做工粗糙 5  买了肯定后悔 6  不信买了就知道了,质量,太差,3,5,1  ,太差 2  做工太软    3  不结实 4  做工粗糙 5  买了肯定后悔 6  不信买了就知道了
87757,0,1  质量太差 2  做工太软    3  不结实 4  做工粗糙 5  买了肯定后悔 6  不信买了就知道了,做工,太软,11,13,1  质量太差 2  ,太软    3  不结实 4  做工粗糙 5  买了肯定后悔 6  不信买了就知道了
87758,0,1  质量太差 2  做工太软    3  不结实 4  做工粗糙 5  买了肯定后悔 6  不信买了就知道了,做工,粗糙,29,31,1  质量太差 2  做工太软    3  不结实 4  ,粗糙 5  买了肯定后悔 6  不信买了就知道了
87759,0,1  质量太差 2  做工太软    3  不结实 4  做工粗糙 5  买了肯定后悔 6  不信买了就知道了,买,后悔,37,38,1  质量太差 2  做工太软    3  不结实 4  做工粗糙 5  ,了肯定后悔 6  不信买了就知道了
87760,0,商品质量：很一般价格太贵很不划算,质量,很一般,2,4,商品,：很一般价格太贵很不划算
87761,0,商品质量：很一般价格太贵很不划算,价格,太贵,8,10,商品质量：很一般,太贵很不划算
87772,0,比实体店便宜点点，坐着太立了，后来我把靠背的两根靠背杆子折弯点，往后靠点就舒服一点了,坐着,太立,9,11,比实体店便宜点点，,太立了，后来我把靠背的两根靠背杆子折弯点，往后靠点就舒服一点了
87773,0,他家大号的估计对应别家的小号，比想象的小，高一点的人坐着难受，物流也不靠谱快递包装直接被烟头烫穿了椅背上有痕迹凳子角不稳定，不是平地坐着容易摔倒，求实用不建议买。,高一点的人,坐着难受,21,26,他家大号的估计对应别家的小号，比想象的小，,坐着难受，物流也不靠谱快递包装直接被烟头烫穿了椅背上有痕迹凳子角不稳定，不是平地坐着容易摔倒，求实用不建议买。
87774,0,他家大号的估计对应别家的小号，比想象的小，高一点的人坐着难受，物流也不靠谱快递包装直接被烟头烫穿了椅背上有痕迹凳子角不稳定，不是平地坐着容易摔倒，求实用不建议买。,物流,不靠谱,31,33,他家大号的估计对应别家的小号，比想象的小，高一点的人坐着难受，,也不靠谱快递包装直接被烟头烫穿了椅背上有痕迹凳子角不稳定，不是平地坐着容易摔倒，求实用不建议买。
87775,0,他家大号的估计对应别家的小号，比想象的小，高一点的人坐着难受，物流也不靠谱快递包装直接被烟头烫穿了椅背上有痕迹凳子角不稳定，不是平地坐着容易摔倒，求实用不建议买。,包装,烟头烫穿了,39,41,他家大号的估计对应别家的小号，比想象的小，高一点的人坐着难受，物流也不靠谱快递,直接被烟头烫穿了椅背上有痕迹凳子角不稳定，不是平地坐着容易摔倒，求实用不建议买。
87776,0,他家大号的估计对应别家的小号，比想象的小，高一点的人坐着难受，物流也不靠谱快递包装直接被烟头烫穿了椅背上有痕迹凳子角不稳定，不是平地坐着容易摔倒，求实用不建议买。,椅背上,有痕迹,49,52,他家大号的估计对应别家的小号，比想象的小，高一点的人坐着难受，物流也不靠谱快递包装直接被烟头烫穿了,有痕迹凳子角不稳定，不是平地坐着容易摔倒，求实用不建议买。
87777,0,他家大号的估计对应别家的小号，比想象的小，高一点的人坐着难受，物流也不靠谱快递包装直接被烟头烫穿了椅背上有痕迹凳子角不稳定，不是平地坐着容易摔倒，求实用不建议买。,凳子角,不稳定,55,58,他家大号的估计对应别家的小号，比想象的小，高一点的人坐着难受，物流也不靠谱快递包装直接被烟头烫穿了椅背上有痕迹,不稳定，不是平地坐着容易摔倒，求实用不建议买。
87778,0,他家大号的估计对应别家的小号，比想象的小，高一点的人坐着难受，物流也不靠谱快递包装直接被烟头烫穿了椅背上有痕迹凳子角不稳定，不是平地坐着容易摔倒，求实用不建议买。,不是平地坐着,容易摔倒,62,68,他家大号的估计对应别家的小号，比想象的小，高一点的人坐着难受，物流也不靠谱快递包装直接被烟头烫穿了椅背上有痕迹凳子角不稳定，,容易摔倒，求实用不建议买。
87790,0,好看是好看，价格也还好，就是太不好安装，一层和另一层接头处不好对齐，费劲儿。,一层和另一层接头处,不好对齐,20,29,好看是好看，价格也还好，就是太不好安装，,不好对齐，费劲儿。
87791,0,外观做工粗糙，某些地方有快口，容易划破皮肤。工艺水平落后，电镀件之间不能采用焊接组对，只能整体电镀。其实，就是垃圾品！本人买到很差的物品，就是恶评曝光，不接受无理由退货，避免别人继续上当！,外观&&做工,粗糙,0,4,,粗糙，某些地方有快口，容易划破皮肤。工艺水平落后，电镀件之间不能采用焊接组对，只能整体电镀。其实，就是垃圾品！本人买到很差的物品，就是恶评曝光，不接受无理由退货，避免别人继续上当！
87792,0,外观做工粗糙，某些地方有快口，容易划破皮肤。工艺水平落后，电镀件之间不能采用焊接组对，只能整体电镀。其实，就是垃圾品！本人买到很差的物品，就是恶评曝光，不接受无理由退货，避免别人继续上当！,某些地方,有快口,7,11,外观做工粗糙，,有快口，容易划破皮肤。工艺水平落后，电镀件之间不能采用焊接组对，只能整体电镀。其实，就是垃圾品！本人买到很差的物品，就是恶评曝光，不接受无理由退货，避免别人继续上当！
87793,0,外观做工粗糙，某些地方有快口，容易划破皮肤。工艺水平落后，电镀件之间不能采用焊接组对，只能整体电镀。其实，就是垃圾品！本人买到很差的物品，就是恶评曝光，不接受无理由退货，避免别人继续上当！,皮肤,容易划破,19,21,外观做工粗糙，某些地方有快口，容易划破,。工艺水平落后，电镀件之间不能采用焊接组对，只能整体电镀。其实，就是垃圾品！本人买到很差的物品，就是恶评曝光，不接受无理由退货，避免别人继续上当！
87794,0,外观做工粗糙，某些地方有快口，容易划破皮肤。工艺水平落后，电镀件之间不能采用焊接组对，只能整体电镀。其实，就是垃圾品！本人买到很差的物品，就是恶评曝光，不接受无理由退货，避免别人继续上当！,工艺水平,落后,22,26,外观做工粗糙，某些地方有快口，容易划破皮肤。,落后，电镀件之间不能采用焊接组对，只能整体电镀。其实，就是垃圾品！本人买到很差的物品，就是恶评曝光，不接受无理由退货，避免别人继续上当！
87795,0,外观做工粗糙，某些地方有快口，容易划破皮肤。工艺水平落后，电镀件之间不能采用焊接组对，只能整体电镀。其实，就是垃圾品！本人买到很差的物品，就是恶评曝光，不接受无理由退货，避免别人继续上当！,电镀件之间,不能采用焊接组对,29,34,外观做工粗糙，某些地方有快口，容易划破皮肤。工艺水平落后，,不能采用焊接组对，只能整体电镀。其实，就是垃圾品！本人买到很差的物品，就是恶评曝光，不接受无理由退货，避免别人继续上当！
87800,0,模具精度不行，密封圈毛刺过多，密封依然漏水，用刀修了一下，报废了一个！,模具精度,不行,0,4,,不行，密封圈毛刺过多，密封依然漏水，用刀修了一下，报废了一个！
87801,0,模具精度不行，密封圈毛刺过多，密封依然漏水，用刀修了一下，报废了一个！,密封圈,毛刺过多,7,10,模具精度不行，,毛刺过多，密封依然漏水，用刀修了一下，报废了一个！
87802,0,模具精度不行，密封圈毛刺过多，密封依然漏水，用刀修了一下，报废了一个！,密封,依然漏水,15,17,模具精度不行，密封圈毛刺过多，,依然漏水，用刀修了一下，报废了一个！
87821,0,不派送还要自提！联系客服只会说自己不清楚不知道！我淘宝购物十几年了！我的地址从来没有让我自提的！买你家东西就要自提了，还说自己不知道不清楚，你们自己合作的快递公司自己不知道问谁？！让餐椅退回去 自提我不要了！也不退回去，过了几天送上门了，餐椅太轻，坐里面动着会移位！,客服,只会说自己不清楚不知道,10,12,不派送还要自提！联系,只会说自己不清楚不知道！我淘宝购物十几年了！我的地址从来没有让我自提的！买你家东西就要自提了，还说自己不知道不清楚，你们自己合作的快递公司自己不知道问谁？！让餐椅退回去 自提我不要了！也不退回去，过了几天送上门了，餐椅太轻，坐里面动着会移位！
87822,0,不派送还要自提！联系客服只会说自己不清楚不知道！我淘宝购物十几年了！我的地址从来没有让我自提的！买你家东西就要自提了，还说自己不知道不清楚，你们自己合作的快递公司自己不知道问谁？！让餐椅退回去 自提我不要了！也不退回去，过了几天送上门了，餐椅太轻，坐里面动着会移位！,坐里面动着,会移位,124,129,不派送还要自提！联系客服只会说自己不清楚不知道！我淘宝购物十几年了！我的地址从来没有让我自提的！买你家东西就要自提了，还说自己不知道不清楚，你们自己合作的快递公司自己不知道问谁？！让餐椅退回去 自提我不要了！也不退回去，过了几天送上门了，餐椅太轻，,会移位！
87823,0,差评，好久没有给商品差评了，这椅子确实是不值这个钱，买来了坐了一会咔嚓就烂了，差点摔着。,这个钱,不值,22,25,差评，好久没有给商品差评了，这椅子确实是不值,，买来了坐了一会咔嚓就烂了，差点摔着。
87824,0,桌子太小了，不好安装，卖家练个安装的详细视频也没有，还有就是安装后桌子不稳定，质量不是很好，尤其是物流太慢了！一个星期才送到，不建议大家购买,安装的详细视频,没有,15,22,桌子太小了，不好安装，卖家练个,也没有，还有就是安装后桌子不稳定，质量不是很好，尤其是物流太慢了！一个星期才送到，不建议大家购买
87825,0,桌子太小了，不好安装，卖家练个安装的详细视频也没有，还有就是安装后桌子不稳定，质量不是很好，尤其是物流太慢了！一个星期才送到，不建议大家购买,安装后,不稳定,30,33,桌子太小了，不好安装，卖家练个安装的详细视频也没有，还有就是,桌子不稳定，质量不是很好，尤其是物流太慢了！一个星期才送到，不建议大家购买
87826,0,桌子太小了，不好安装，卖家练个安装的详细视频也没有，还有就是安装后桌子不稳定，质量不是很好，尤其是物流太慢了！一个星期才送到，不建议大家购买,质量,不是很好,39,41,桌子太小了，不好安装，卖家练个安装的详细视频也没有，还有就是安装后桌子不稳定，,不是很好，尤其是物流太慢了！一个星期才送到，不建议大家购买
87827,0,桌子太小了，不好安装，卖家练个安装的详细视频也没有，还有就是安装后桌子不稳定，质量不是很好，尤其是物流太慢了！一个星期才送到，不建议大家购买,物流,太慢,49,51,桌子太小了，不好安装，卖家练个安装的详细视频也没有，还有就是安装后桌子不稳定，质量不是很好，尤其是,太慢了！一个星期才送到，不建议大家购买
87828,0,用的第四天晚上一边坏了，第六天下午另一边螺丝都起来了。几年网购都是好评的我真的醉了。,一边,坏了,7,9,用的第四天晚上,坏了，第六天下午另一边螺丝都起来了。几年网购都是好评的我真的醉了。
87829,0,用的第四天晚上一边坏了，第六天下午另一边螺丝都起来了。几年网购都是好评的我真的醉了。,另一边,螺丝都起来了,17,20,用的第四天晚上一边坏了，第六天下午,螺丝都起来了。几年网购都是好评的我真的醉了。
87830,0,疫情期间，足足一个多月才发货，结果到了没一个螺丝钉，卖家又补发过来。运时磕破了，装时木板较脆，螺丝拧一下就裂了。,发货,一个多月,12,14,疫情期间，足足一个多月才,，结果到了没一个螺丝钉，卖家又补发过来。运时磕破了，装时木板较脆，螺丝拧一下就裂了。
87831,0,疫情期间，足足一个多月才发货，结果到了没一个螺丝钉，卖家又补发过来。运时磕破了，装时木板较脆，螺丝拧一下就裂了。,螺丝钉,没一个,22,25,疫情期间，足足一个多月才发货，结果到了没一个,，卖家又补发过来。运时磕破了，装时木板较脆，螺丝拧一下就裂了。
87832,0,疫情期间，足足一个多月才发货，结果到了没一个螺丝钉，卖家又补发过来。运时磕破了，装时木板较脆，螺丝拧一下就裂了。,运时,磕破,34,36,疫情期间，足足一个多月才发货，结果到了没一个螺丝钉，卖家又补发过来。,磕破了，装时木板较脆，螺丝拧一下就裂了。
87833,0,疫情期间，足足一个多月才发货，结果到了没一个螺丝钉，卖家又补发过来。运时磕破了，装时木板较脆，螺丝拧一下就裂了。,木板,较脆,42,44,疫情期间，足足一个多月才发货，结果到了没一个螺丝钉，卖家又补发过来。运时磕破了，装时,较脆，螺丝拧一下就裂了。
87834,0,疫情期间，足足一个多月才发货，结果到了没一个螺丝钉，卖家又补发过来。运时磕破了，装时木板较脆，螺丝拧一下就裂了。,螺丝拧一下,裂了,47,52,疫情期间，足足一个多月才发货，结果到了没一个螺丝钉，卖家又补发过来。运时磕破了，装时木板较脆，,就裂了。
87836,0,东西不错 送货也很及时。但是必须吐槽安装，约好时间来不及上门不主动联系，等了3小时终于上门。来了一个人安装全程都要帮忙抬抬杠杠，镜柜还上下装反 导致瓷砖对打两个洞眼 后来用柜子遮掉了 如果遮不掉的话肯定退货要求赔偿。反正体验很差 还是实体店买靠谱,镜柜,还上下装反,64,66,东西不错 送货也很及时。但是必须吐槽安装，约好时间来不及上门不主动联系，等了3小时终于上门。来了一个人安装全程都要帮忙抬抬杠杠，,还上下装反 导致瓷砖对打两个洞眼 后来用柜子遮掉了 如果遮不掉的话肯定退货要求赔偿。反正体验很差 还是实体店买靠谱
87837,0,东西不错 送货也很及时。但是必须吐槽安装，约好时间来不及上门不主动联系，等了3小时终于上门。来了一个人安装全程都要帮忙抬抬杠杠，镜柜还上下装反 导致瓷砖对打两个洞眼 后来用柜子遮掉了 如果遮不掉的话肯定退货要求赔偿。反正体验很差 还是实体店买靠谱,体验,很差,110,112,东西不错 送货也很及时。但是必须吐槽安装，约好时间来不及上门不主动联系，等了3小时终于上门。来了一个人安装全程都要帮忙抬抬杠杠，镜柜还上下装反 导致瓷砖对打两个洞眼 后来用柜子遮掉了 如果遮不掉的话肯定退货要求赔偿。反正,很差 还是实体店买靠谱
87838,0,东西不错 送货也很及时。但是必须吐槽安装，约好时间来不及上门不主动联系，等了3小时终于上门。来了一个人安装全程都要帮忙抬抬杠杠，镜柜还上下装反 导致瓷砖对打两个洞眼 后来用柜子遮掉了 如果遮不掉的话肯定退货要求赔偿。反正体验很差 还是实体店买靠谱,安装,来不及上门不主动联系,18,20,东西不错 送货也很及时。但是必须吐槽,，约好时间来不及上门不主动联系，等了3小时终于上门。来了一个人安装全程都要帮忙抬抬杠杠，镜柜还上下装反 导致瓷砖对打两个洞眼 后来用柜子遮掉了 如果遮不掉的话肯定退货要求赔偿。反正体验很差 还是实体店买靠谱
87856,0,桌子很多地方都有瑕疵，也不知道能用几天，特别特别不稳，靠着墙也晃，感觉再碰一下就要散架了似的。加粗的支架也很细，感觉轻轻一撅就要折掉了。第一次给差评，购物体验真的不好，要不是寄来寄去麻烦的话也就退了。之前看了差评，但是没太在意，因为好评太多了。买东西真的应该多看看差评，谁知道好评是不是刷出来的呢。,瑕疵,很多地方都有,8,10,桌子很多地方都有,，也不知道能用几天，特别特别不稳，靠着墙也晃，感觉再碰一下就要散架了似的。加粗的支架也很细，感觉轻轻一撅就要折掉了。第一次给差评，购物体验真的不好，要不是寄来寄去麻烦的话也就退了。之前看了差评，但是没太在意，因为好评太多了。买东西真的应该多看看差评，谁知道好评是不是刷出来的呢。
87857,0,桌子很多地方都有瑕疵，也不知道能用几天，特别特别不稳，靠着墙也晃，感觉再碰一下就要散架了似的。加粗的支架也很细，感觉轻轻一撅就要折掉了。第一次给差评，购物体验真的不好，要不是寄来寄去麻烦的话也就退了。之前看了差评，但是没太在意，因为好评太多了。买东西真的应该多看看差评，谁知道好评是不是刷出来的呢。,靠着墙,晃,27,30,桌子很多地方都有瑕疵，也不知道能用几天，特别特别不稳，,也晃，感觉再碰一下就要散架了似的。加粗的支架也很细，感觉轻轻一撅就要折掉了。第一次给差评，购物体验真的不好，要不是寄来寄去麻烦的话也就退了。之前看了差评，但是没太在意，因为好评太多了。买东西真的应该多看看差评，谁知道好评是不是刷出来的呢。
87858,0,桌子很多地方都有瑕疵，也不知道能用几天，特别特别不稳，靠着墙也晃，感觉再碰一下就要散架了似的。加粗的支架也很细，感觉轻轻一撅就要折掉了。第一次给差评，购物体验真的不好，要不是寄来寄去麻烦的话也就退了。之前看了差评，但是没太在意，因为好评太多了。买东西真的应该多看看差评，谁知道好评是不是刷出来的呢。,加粗的支架,很细,47,52,桌子很多地方都有瑕疵，也不知道能用几天，特别特别不稳，靠着墙也晃，感觉再碰一下就要散架了似的。,也很细，感觉轻轻一撅就要折掉了。第一次给差评，购物体验真的不好，要不是寄来寄去麻烦的话也就退了。之前看了差评，但是没太在意，因为好评太多了。买东西真的应该多看看差评，谁知道好评是不是刷出来的呢。
87859,0,桌子很多地方都有瑕疵，也不知道能用几天，特别特别不稳，靠着墙也晃，感觉再碰一下就要散架了似的。加粗的支架也很细，感觉轻轻一撅就要折掉了。第一次给差评，购物体验真的不好，要不是寄来寄去麻烦的话也就退了。之前看了差评，但是没太在意，因为好评太多了。买东西真的应该多看看差评，谁知道好评是不是刷出来的呢。,购物体验,真的不好,75,79,桌子很多地方都有瑕疵，也不知道能用几天，特别特别不稳，靠着墙也晃，感觉再碰一下就要散架了似的。加粗的支架也很细，感觉轻轻一撅就要折掉了。第一次给差评，,真的不好，要不是寄来寄去麻烦的话也就退了。之前看了差评，但是没太在意，因为好评太多了。买东西真的应该多看看差评，谁知道好评是不是刷出来的呢。
87861,0,服务态度很好，送的十字螺丝刀安装起来很吃力，推荐大家再找大一号的螺丝刀。手磨出泡了。感觉到艰辛。,送的十字螺丝刀,安装起来很吃力,7,14,服务态度很好，,安装起来很吃力，推荐大家再找大一号的螺丝刀。手磨出泡了。感觉到艰辛。
87862,0,有些粗糙，板上钉子没敲好就出库了，两个人装了一个小时，钉子实在旋不进，木头太硬了，最后只能直接把木板搁在架子上了事。废了一把榔头和两把十字批。,板上钉子,没敲好,5,9,有些粗糙，,没敲好就出库了，两个人装了一个小时，钉子实在旋不进，木头太硬了，最后只能直接把木板搁在架子上了事。废了一把榔头和两把十字批。
87863,0,有些粗糙，板上钉子没敲好就出库了，两个人装了一个小时，钉子实在旋不进，木头太硬了，最后只能直接把木板搁在架子上了事。废了一把榔头和两把十字批。,钉子,旋不进,27,29,有些粗糙，板上钉子没敲好就出库了，两个人装了一个小时，,实在旋不进，木头太硬了，最后只能直接把木板搁在架子上了事。废了一把榔头和两把十字批。
87864,0,有些粗糙，板上钉子没敲好就出库了，两个人装了一个小时，钉子实在旋不进，木头太硬了，最后只能直接把木板搁在架子上了事。废了一把榔头和两把十字批。,木头,太硬,35,37,有些粗糙，板上钉子没敲好就出库了，两个人装了一个小时，钉子实在旋不进，,太硬了，最后只能直接把木板搁在架子上了事。废了一把榔头和两把十字批。
87872,0,质量真的一般！1.材料交单薄；2.有一根螺丝拧不进去；3.组装后不稳；4.拐角处就一个焊接点，5.与页面上宣传不一致。还说称重没问题，还让我拍，拍什么，你们自己组装一个看看就知道了！,质量,真的一般,0,2,,真的一般！1.材料交单薄；2.有一根螺丝拧不进去；3.组装后不稳；4.拐角处就一个焊接点，5.与页面上宣传不一致。还说称重没问题，还让我拍，拍什么，你们自己组装一个看看就知道了！
87873,0,质量真的一般！1.材料交单薄；2.有一根螺丝拧不进去；3.组装后不稳；4.拐角处就一个焊接点，5.与页面上宣传不一致。还说称重没问题，还让我拍，拍什么，你们自己组装一个看看就知道了！,材料,单薄,9,11,质量真的一般！1.,交单薄；2.有一根螺丝拧不进去；3.组装后不稳；4.拐角处就一个焊接点，5.与页面上宣传不一致。还说称重没问题，还让我拍，拍什么，你们自己组装一个看看就知道了！
87874,0,质量真的一般！1.材料交单薄；2.有一根螺丝拧不进去；3.组装后不稳；4.拐角处就一个焊接点，5.与页面上宣传不一致。还说称重没问题，还让我拍，拍什么，你们自己组装一个看看就知道了！,有一根螺丝,拧不进去,17,22,质量真的一般！1.材料交单薄；2.,拧不进去；3.组装后不稳；4.拐角处就一个焊接点，5.与页面上宣传不一致。还说称重没问题，还让我拍，拍什么，你们自己组装一个看看就知道了！
87875,0,质量真的一般！1.材料交单薄；2.有一根螺丝拧不进去；3.组装后不稳；4.拐角处就一个焊接点，5.与页面上宣传不一致。还说称重没问题，还让我拍，拍什么，你们自己组装一个看看就知道了！,组装后,不稳,29,32,质量真的一般！1.材料交单薄；2.有一根螺丝拧不进去；3.,不稳；4.拐角处就一个焊接点，5.与页面上宣传不一致。还说称重没问题，还让我拍，拍什么，你们自己组装一个看看就知道了！
87876,0,质量真的一般！1.材料交单薄；2.有一根螺丝拧不进去；3.组装后不稳；4.拐角处就一个焊接点，5.与页面上宣传不一致。还说称重没问题，还让我拍，拍什么，你们自己组装一个看看就知道了！,拐角处,就一个焊接点,37,40,质量真的一般！1.材料交单薄；2.有一根螺丝拧不进去；3.组装后不稳；4.,就一个焊接点，5.与页面上宣传不一致。还说称重没问题，还让我拍，拍什么，你们自己组装一个看看就知道了！
87877,0,质量真的一般！1.材料交单薄；2.有一根螺丝拧不进去；3.组装后不稳；4.拐角处就一个焊接点，5.与页面上宣传不一致。还说称重没问题，还让我拍，拍什么，你们自己组装一个看看就知道了！,与页面上宣传,不一致,49,55,质量真的一般！1.材料交单薄；2.有一根螺丝拧不进去；3.组装后不稳；4.拐角处就一个焊接点，5.,不一致。还说称重没问题，还让我拍，拍什么，你们自己组装一个看看就知道了！
87885,0,东西少发，蒙混过关，态度恶劣，产品质量也差，挂钩都是弯曲，粘钩一夜就脱落，真的很少给差评，没办法实在忍无可忍,态度,恶劣,10,12,东西少发，蒙混过关，,恶劣，产品质量也差，挂钩都是弯曲，粘钩一夜就脱落，真的很少给差评，没办法实在忍无可忍
87886,0,东西少发，蒙混过关，态度恶劣，产品质量也差，挂钩都是弯曲，粘钩一夜就脱落，真的很少给差评，没办法实在忍无可忍,质量,差,17,19,东西少发，蒙混过关，态度恶劣，产品,也差，挂钩都是弯曲，粘钩一夜就脱落，真的很少给差评，没办法实在忍无可忍
87887,0,东西少发，蒙混过关，态度恶劣，产品质量也差，挂钩都是弯曲，粘钩一夜就脱落，真的很少给差评，没办法实在忍无可忍,挂钩,弯曲,22,24,东西少发，蒙混过关，态度恶劣，产品质量也差，,都是弯曲，粘钩一夜就脱落，真的很少给差评，没办法实在忍无可忍
87888,0,东西少发，蒙混过关，态度恶劣，产品质量也差，挂钩都是弯曲，粘钩一夜就脱落，真的很少给差评，没办法实在忍无可忍,粘钩,一夜就脱落,29,31,东西少发，蒙混过关，态度恶劣，产品质量也差，挂钩都是弯曲，,一夜就脱落，真的很少给差评，没办法实在忍无可忍
87912,0,颜色还可以吧，质量不行，木头上很多缺口和断裂,质量,不行,7,9,颜色还可以吧，,不行，木头上很多缺口和断裂
87913,0,颜色还可以吧，质量不行，木头上很多缺口和断裂,缺口&&断裂,很多,17,22,颜色还可以吧，质量不行，木头上很多,
87924,0,不靠谱的店家，没有寄说明书就算了，连安装视频也没有，找客服要，客服也没有得找仓库要，催了两天得到一张电子图纸，无语,店家,不靠谱,4,6,不靠谱的,，没有寄说明书就算了，连安装视频也没有，找客服要，客服也没有得找仓库要，催了两天得到一张电子图纸，无语
87925,0,不靠谱的店家，没有寄说明书就算了，连安装视频也没有，找客服要，客服也没有得找仓库要，催了两天得到一张电子图纸，无语,说明书,没有寄,10,13,不靠谱的店家，没有寄,就算了，连安装视频也没有，找客服要，客服也没有得找仓库要，催了两天得到一张电子图纸，无语
87926,0,不靠谱的店家，没有寄说明书就算了，连安装视频也没有，找客服要，客服也没有得找仓库要，催了两天得到一张电子图纸，无语,安装视频,没有,18,22,不靠谱的店家，没有寄说明书就算了，连,也没有，找客服要，客服也没有得找仓库要，催了两天得到一张电子图纸，无语
87935,0,收到货打开一看，质量不怎么样，安上去效果一般，有点不值。,质量,不怎么样,8,10,收到货打开一看，,不怎么样，安上去效果一般，有点不值。
87936,0,收到货打开一看，质量不怎么样，安上去效果一般，有点不值。,效果,一般,18,20,收到货打开一看，质量不怎么样，安上去,一般，有点不值。
87938,0,颜值不错，就是还是有很多设计不合理的地方希望改进。 洗手盆下水管挡住洗衣机推不进去。 侧边少了一个孔排水管，排水管只能贴地面排不干净。 背面没有三角支撑，柜子整体有些摇晃，稳定性不好。 水龙头位置太深了些，要探身才能开关水龙头。,设计,不合理,12,14,颜值不错，就是还是有很多,不合理的地方希望改进。 洗手盆下水管挡住洗衣机推不进去。 侧边少了一个孔排水管，排水管只能贴地面排不干净。 背面没有三角支撑，柜子整体有些摇晃，稳定性不好。 水龙头位置太深了些，要探身才能开关水龙头。
87939,0,颜值不错，就是还是有很多设计不合理的地方希望改进。 洗手盆下水管挡住洗衣机推不进去。 侧边少了一个孔排水管，排水管只能贴地面排不干净。 背面没有三角支撑，柜子整体有些摇晃，稳定性不好。 水龙头位置太深了些，要探身才能开关水龙头。,背面,没有三角支撑,68,70,颜值不错，就是还是有很多设计不合理的地方希望改进。 洗手盆下水管挡住洗衣机推不进去。 侧边少了一个孔排水管，排水管只能贴地面排不干净。 ,没有三角支撑，柜子整体有些摇晃，稳定性不好。 水龙头位置太深了些，要探身才能开关水龙头。
87940,0,颜值不错，就是还是有很多设计不合理的地方希望改进。 洗手盆下水管挡住洗衣机推不进去。 侧边少了一个孔排水管，排水管只能贴地面排不干净。 背面没有三角支撑，柜子整体有些摇晃，稳定性不好。 水龙头位置太深了些，要探身才能开关水龙头。,稳定性,不好,86,89,颜值不错，就是还是有很多设计不合理的地方希望改进。 洗手盆下水管挡住洗衣机推不进去。 侧边少了一个孔排水管，排水管只能贴地面排不干净。 背面没有三角支撑，柜子整体有些摇晃，,不好。 水龙头位置太深了些，要探身才能开关水龙头。
87941,0,颜值不错，就是还是有很多设计不合理的地方希望改进。 洗手盆下水管挡住洗衣机推不进去。 侧边少了一个孔排水管，排水管只能贴地面排不干净。 背面没有三角支撑，柜子整体有些摇晃，稳定性不好。 水龙头位置太深了些，要探身才能开关水龙头。,水龙头位置,太深了,93,98,颜值不错，就是还是有很多设计不合理的地方希望改进。 洗手盆下水管挡住洗衣机推不进去。 侧边少了一个孔排水管，排水管只能贴地面排不干净。 背面没有三角支撑，柜子整体有些摇晃，稳定性不好。 ,太深了些，要探身才能开关水龙头。
87942,0,颜值不错，就是还是有很多设计不合理的地方希望改进。 洗手盆下水管挡住洗衣机推不进去。 侧边少了一个孔排水管，排水管只能贴地面排不干净。 背面没有三角支撑，柜子整体有些摇晃，稳定性不好。 水龙头位置太深了些，要探身才能开关水龙头。,排水管,少了一个孔,50,53,颜值不错，就是还是有很多设计不合理的地方希望改进。 洗手盆下水管挡住洗衣机推不进去。 侧边少了一个孔,，排水管只能贴地面排不干净。 背面没有三角支撑，柜子整体有些摇晃，稳定性不好。 水龙头位置太深了些，要探身才能开关水龙头。
87943,0,桌子就是贴了一层，发给客服，客服直接跳过没理，一块板长了，后来补发过来，什么螺丝也没有，问客服没有螺丝我怎么安装，直接不理,螺丝,没有,38,40,桌子就是贴了一层，发给客服，客服直接跳过没理，一块板长了，后来补发过来，什么,也没有，问客服没有螺丝我怎么安装，直接不理
87944,0,桌子就是贴了一层，发给客服，客服直接跳过没理，一块板长了，后来补发过来，什么螺丝也没有，问客服没有螺丝我怎么安装，直接不理,客服,不理,45,47,桌子就是贴了一层，发给客服，客服直接跳过没理，一块板长了，后来补发过来，什么螺丝也没有，问,没有螺丝我怎么安装，直接不理
87945,0,桌子就是贴了一层，发给客服，客服直接跳过没理，一块板长了，后来补发过来，什么螺丝也没有，问客服没有螺丝我怎么安装，直接不理,一块板,长了,23,26,桌子就是贴了一层，发给客服，客服直接跳过没理，,长了，后来补发过来，什么螺丝也没有，问客服没有螺丝我怎么安装，直接不理
